,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd
34610,U001,200148860,DOLLA trust,,2020,1930773511,10-04-2020,25-04-2020,10-04-2020,NAA8,42063.85
34617,U001,200769623,WAL-MAR in,,2020,1930638046,13-03-2020,28-03-2020,13-03-2020,NAH4,34621.19
34619,U001,200794332,COST co,,2020,1930641509,12-03-2020,27-03-2020,12-03-2020,NAAX,586.21
34622,CA02,140105847,GORDON F corp,,2020,2960630849,27-04-2020,07-05-2020,27-04-2020,CA10,22107.141
34626,U001,200726979,BJ'S  corp,,2020,1930683351,22-03-2020,06-04-2020,22-03-2020,NAA8,18071.54
34632,U001,200762950,HAR corp,,2020,1930705682,28-03-2020,12-04-2020,28-03-2020,NAA8,134031.44
34637,U001,200769623,WAL-MAR llc,,2020,1930830313,28-04-2020,13-05-2020,28-04-2020,NAH4,14542.7
34641,U001,200357714,US  foundation,,2020,1930774617,10-04-2020,25-04-2020,10-04-2020,NAA8,10378.17
34649,U001,200769623,WAL-MAR co,,2020,1930748762,06-04-2020,21-04-2020,06-04-2020,NAH4,6817.58
34661,U001,200769623,WAL-MAR ,,2020,1930849866,03-05-2020,18-05-2020,03-05-2020,NAH4,15096.09
34670,U001,200769623,WAL-MAR foundation,,2020,1930833203,29-04-2020,14-05-2020,29-04-2020,NAH4,2377.1
34671,U001,200974851,RESTA ,,2020,1930786330,16-04-2020,01-05-2020,16-04-2020,NAA8,176.01
34682,U001,200762301,C&S WH us,,2020,1930776653,12-04-2020,27-04-2020,12-04-2020,NAC6,887.33
34684,U001,200770567,LABAT ,,2020,1930629968,10-03-2020,25-03-2020,10-03-2020,NAA8,48669.78
34685,U001,200744019,TARG associates,,2020,1930762394,10-04-2020,25-04-2020,10-04-2020,NAA8,12820.78
34687,U001,200353024,DECA co,,2020,1930756647,07-04-2020,24-04-2020,01-04-2020,NAM4,446.26
34703,U001,200781803,JRD llc,,2020,1930637642,12-03-2020,27-03-2020,12-03-2020,NAA8,22457.22
34704,U001,200772670,ASSOCIAT llc,,2020,1930607038,05-03-2020,20-03-2020,05-03-2020,NAU5,121.41
34708,U001,200772670,ASSOCIAT us,,2020,1930690279,23-03-2020,07-04-2020,23-03-2020,NAU5,19745.62
34714,U001,200755701,ASSOCI us,,2020,1930826191,26-04-2020,11-05-2020,26-04-2020,NAA8,84533.88
34727,U001,200713007,KEEFE  us,,2020,1930618697,09-03-2020,29-03-2020,09-03-2020,NAD1,36408.9
34731,U001,200761497,NEX corp,,2020,1930860517,05-05-2020,20-05-2020,05-05-2020,NAA8,83.16
34733,U001,200749782,KROG associates,,2020,1930833304,29-04-2020,14-05-2020,29-04-2020,NAA8,21129.5
34736,U001,200769623,WAL-MAR systems,,2020,1930681775,21-03-2020,05-04-2020,21-03-2020,NAH4,1397.36
34742,U001,200705742,DOT corp,,2020,1930818999,23-04-2020,27-05-2020,23-04-2020,NAAW,25831.29
34746,CA02,140106408,WAL-M co,,2020,2960632638,06-05-2020,18-05-2020,08-05-2020,CA10,13035.904
34754,U001,200769623,WAL-MAR co,,2020,1930763289,08-04-2020,23-04-2020,08-04-2020,NAH4,723.47
34764,U001,200760666,KEHE  associates,,2020,1930575191,04-03-2020,19-03-2020,04-03-2020,NAA8,9322.91
34783,U001,200418007,AM foundation,,2020,1930745430,05-04-2020,09-06-2020,05-04-2020,NAGD,1076.16
34804,U001,200555117,BURR llc,,2020,1930876225,08-05-2020,23-05-2020,08-05-2020,NAA8,119109.72
34808,U001,200455322,PEA corp,,2020,1930753703,07-04-2020,07-05-2020,07-04-2020,NAD5,69725.22
34810,U001,100015455,PERFOR corporation,,2020,1930592926,06-03-2020,21-03-2020,06-03-2020,NAA8,19497.05
34814,U001,200769623,WAL-MAR trust,,2020,1930620474,07-03-2020,22-03-2020,07-03-2020,NAH4,16089.82
34817,U001,200726979,BJ'S  corp,,2020,1930793303,16-04-2020,01-05-2020,16-04-2020,NAA8,706.28
34827,U001,200762301,C&S WH in,,2020,1930654048,15-03-2020,30-03-2020,15-03-2020,NAC6,135939.48
34832,U001,200772595,SAFEW in,,2020,1930787846,15-04-2020,30-04-2020,15-04-2020,NAA8,79696.25
34837,U001,200769623,WAL-MAR in,,2020,1930593526,04-03-2020,19-03-2020,04-03-2020,NAH4,6110.36
34851,U001,200769623,WAL-MAR co,,2020,1930576784,28-02-2020,03-05-2020,28-02-2020,NAGD,187.91
34855,U001,200759878,SA corp,,2020,1930687188,24-03-2020,08-04-2020,24-03-2020,NAH4,8064
34858,CA02,140104340,COLABOR  corp,,2020,2960614271,29-02-2020,12-03-2020,02-03-2020,CA10,2842.322
34860,CA02,140104409,LOB ,,2020,2960628002,09-04-2020,24-04-2020,14-04-2020,CA10,42996.597
34861,U001,200726979,BJ'S  in,,2020,1930822046,24-04-2020,09-05-2020,24-04-2020,NAA8,2396.03
34865,U001,200803720,DEC co,,2020,1930773260,10-04-2020,24-04-2020,01-04-2020,NAM4,59.16
34866,U001,200726979,BJ'S  corp,,2020,1930583128,29-02-2020,15-03-2020,29-02-2020,NAA8,676.04
34872,U001,200726979,BJ'S  ,,2020,1930855055,04-05-2020,19-05-2020,04-05-2020,NAA8,539.64
34874,U001,200793513,KROGER associates,,2020,1930830142,27-04-2020,12-05-2020,27-04-2020,NAA8,88867.9
34875,U001,200769623,WAL-MAR llc,,2020,1930798877,20-04-2020,05-05-2020,20-04-2020,NAH4,12704.32
34878,U001,200418007,AM ,,2020,1930665641,19-03-2020,03-04-2020,19-03-2020,NAA8,6142.56
34881,U001,200786288,FAMILY corporation,,2020,1930814992,24-04-2020,09-05-2020,24-04-2020,NAC6,14426.49
34883,U001,200508557,FOODL ,,2020,1930661266,26-03-2020,10-04-2020,26-03-2020,NAA8,3061.52
34884,U001,200915438,GROC foundation,,2020,1930721735,03-04-2020,18-04-2020,03-04-2020,NAA8,38763.25
34885,U001,200762301,C&S WH corp,,2020,1930661124,17-03-2020,01-04-2020,17-03-2020,NAC6,20026.05
34895,U001,200769623,WAL-MAR corporation,,2020,1930856119,05-05-2020,20-05-2020,05-05-2020,NAH4,1259.05
34897,U001,200769623,WAL-MAR us,,2020,1930779466,14-04-2020,29-04-2020,14-04-2020,NAH4,26174.79
34901,U001,200407025,ALBERT systems,,2020,1930641506,12-03-2020,27-03-2020,12-03-2020,NAA8,63560.03
34907,U001,200769623,WAL-MAR corporation,,2020,1930884680,10-05-2020,25-05-2020,10-05-2020,NAH4,80357.74
34908,U001,200759878,SA corporation,,2020,1930651856,17-03-2020,21-05-2020,17-03-2020,NAGD,18355.89
34909,U001,100033394,MONOGR systems,,2020,1930672877,19-03-2020,14-05-2020,19-03-2020,BR56,54612
34920,U001,200726979,BJ'S  in,,2020,1930780911,12-04-2020,27-04-2020,12-04-2020,NAA8,887.18
34925,U001,200769623,WAL-MAR llc,,2020,1930832237,28-04-2020,13-05-2020,28-04-2020,NAH4,661.11
34932,U001,200772670,ASSOCIAT associates,,2020,1930665814,19-03-2020,03-04-2020,19-03-2020,NAU5,232.2
34937,U001,200726979,BJ'S  corporation,,2020,1930740269,05-04-2020,20-04-2020,05-04-2020,NAA8,13134.44
34939,U001,200729942,SA corporation,,2020,1930758766,06-04-2020,21-04-2020,06-04-2020,NAA8,43455.85
34943,U001,200759878,SA co,,2020,1930715402,30-03-2020,14-04-2020,30-03-2020,NAH4,29677.79
34944,U001,200712187,SPAR corp,,2020,1930848259,01-05-2020,16-05-2020,01-05-2020,NAA8,15853.34
34956,U001,200780383,MEIJ llc,,2020,1930628045,09-03-2020,24-03-2020,09-03-2020,NAA8,15172.08
34963,U001,200769623,WAL-MAR systems,,2020,1930666537,20-03-2020,04-04-2020,20-03-2020,NAH4,13594.51
34970,U001,200705742,DOT llc,,2020,1930752341,06-04-2020,10-05-2020,06-04-2020,NAAW,3056.76
34980,U001,200704858,WAKE ,,2020,1930659687,18-03-2020,02-04-2020,18-03-2020,NAA8,17478.94
34982,U001,200750051,ALBER in,,2020,1930660331,16-03-2020,31-03-2020,16-03-2020,NAA8,17174.08
34984,U001,200769623,WAL-MAR foundation,,2020,1930691605,25-03-2020,09-04-2020,25-03-2020,NAH4,45.89
34986,CA02,140104429,COSTCO us,,2020,2960619963,11-03-2020,23-03-2020,13-03-2020,CA10,2206.638
34988,U001,200743618,MASON trust,,2020,1930817498,22-04-2020,07-05-2020,22-04-2020,NAA8,14136.67
34991,U001,200794332,COST associates,,2020,1930804569,21-04-2020,06-05-2020,21-04-2020,NAAX,19098.48
35004,U001,200726979,BJ'S  trust,,2020,1930584184,02-03-2020,17-03-2020,02-03-2020,NAA8,268.56
35005,U001,200769623,WAL-MAR trust,,2020,1930584936,03-03-2020,18-03-2020,03-03-2020,NAH4,6746.53
35015,U001,200759878,SA llc,,2020,1930696128,27-03-2020,11-04-2020,27-03-2020,NAH4,8879.44
35016,CA02,140104429,COSTCO associates,,2020,2960616994,02-03-2020,15-03-2020,05-03-2020,CA10,8174.271
35017,U001,200762301,C&S WH associates,,2020,1930654106,15-03-2020,30-03-2020,15-03-2020,NAC6,132863.99
35019,U001,200762950,HAR trust,,2020,1930586614,03-03-2020,18-03-2020,03-03-2020,NAA8,79286.51
35025,U001,200803720,DEC co,,2020,1930862763,06-05-2020,24-05-2020,01-05-2020,NAM4,881.48
35029,U001,200761734,H E BUT foundation,,2020,1930766326,09-04-2020,24-04-2020,09-04-2020,NAA8,3567.31
35049,U001,200020431,DEC in,,2020,1930768235,09-04-2020,08-04-2020,01-04-2020,NAM1,15567.61
35060,CA02,140104423,METRO  foundation,,2020,2960633701,06-05-2020,18-05-2020,08-05-2020,CA10,10476.851
35065,CA02,140105785,SHOPPE associates,,2020,2960624832,28-03-2020,12-04-2020,02-04-2020,CA10,3686.424
35066,CA02,140104225,SAVE-ON- systems,,2020,2960621352,17-03-2020,27-03-2020,17-03-2020,CA10,13034.7
35076,U001,200936373,SUPE llc,,2020,1930731017,02-04-2020,17-04-2020,02-04-2020,NAA8,33172.7
35079,U001,200780383,MEIJ systems,,2020,1930714517,28-03-2020,12-04-2020,28-03-2020,NAA8,119878.66
35087,U001,200915438,GROC associates,,2020,1930606633,13-03-2020,28-03-2020,13-03-2020,NAA8,9518.72
35092,U001,200794332,COST llc,,2020,1930806240,20-04-2020,05-05-2020,20-04-2020,NAAX,1870.46
35096,U001,200759082,INGL foundation,,2020,1930723374,30-03-2020,14-04-2020,30-03-2020,NAA8,111741.38
35097,U001,CCU013,KRAFT F llc,,2020,1930662113,17-03-2020,17-03-2020,17-03-2020,NAX2,11451.08
35098,U001,200777735,NASH  foundation,,2020,1930617965,06-03-2020,21-03-2020,06-03-2020,NAA8,7097.65
35100,U001,200759878,SA us,,2020,1930860581,06-05-2020,21-05-2020,06-05-2020,NAH4,31704.81
35108,U001,200769623,WAL-MAR corp,,2020,1930652138,15-03-2020,30-03-2020,15-03-2020,NAH4,1784.79
35110,U001,200769623,WAL-MAR corp,,2020,1930780231,14-04-2020,29-04-2020,14-04-2020,NAH4,64211.65
35117,U001,200772670,ASSOCIAT trust,,2020,1930800025,18-04-2020,03-05-2020,18-04-2020,NAU5,96783.27
35118,U001,200772670,ASSOCIAT in,,2020,1930709986,27-03-2020,11-04-2020,27-03-2020,NAU5,57937.16
35121,U001,200769623,WAL-MAR trust,,2020,1930853099,04-05-2020,19-05-2020,04-05-2020,NAH4,35324.14
35125,U001,200736337,SYSCO F ,,2020,1930604632,11-03-2020,26-03-2020,11-03-2020,NAA8,4811.25
35130,U001,200974851,RESTA associates,,2020,1930603135,04-03-2020,19-03-2020,04-03-2020,NAA8,3380.38
35138,U001,200726979,BJ'S  us,,2020,1930780257,06-04-2020,21-04-2020,06-04-2020,NAA8,684.55
35141,U001,200769623,WAL-MAR us,,2020,1930713343,28-03-2020,12-04-2020,28-03-2020,NAH4,51474
35143,U001,200769623,WAL-MAR corporation,,2020,1930620895,09-03-2020,24-03-2020,09-03-2020,NAH4,2835.52
35147,U001,200769623,WAL-MAR llc,,2020,1930692995,23-03-2020,07-04-2020,23-03-2020,NAH4,21102.41
35157,U001,200148860,DOLLA co,,2020,1930669376,24-03-2020,08-04-2020,24-03-2020,NAA8,21802.52
35162,U001,200744019,TARG us,,2020,1930823986,26-04-2020,11-05-2020,26-04-2020,NAA8,7861.57
35166,U001,100032278,SI corporation,,2020,1930773976,10-04-2020,25-04-2020,10-04-2020,NAA8,47234
35167,U001,200714710,SYSCO  co,,2020,1930647100,13-03-2020,28-03-2020,13-03-2020,NAA8,2282.36
35168,U001,200744019,TARG co,,2020,1930610212,06-03-2020,21-03-2020,06-03-2020,NAA8,106557.32
35177,U001,200769623,WAL-MAR ,,2020,1930808331,21-04-2020,06-05-2020,21-04-2020,NAH4,6943
35178,U001,200772595,SAFEW trust,,2020,1930726085,02-04-2020,17-04-2020,02-04-2020,NAA8,46947.42
35186,U001,200769623,WAL-MAR ,,2020,1930723174,31-03-2020,15-04-2020,31-03-2020,NAH4,2019.69
35187,U001,200020431,DEC ,,2020,1930767554,09-04-2020,24-04-2020,01-04-2020,NAM4,7164.1
35189,U001,CCCA02,KRAFT  trust,,2020,1930592575,03-03-2020,07-04-2020,03-03-2020,NAG2,14586.7
35193,U001,200744019,TARG ,,2020,1930794355,17-04-2020,02-05-2020,17-04-2020,NAA8,1286.64
35195,U001,200769623,WAL-MAR corporation,,2020,1930857874,06-05-2020,21-05-2020,06-05-2020,NAH4,1792.66
35199,CA02,140104409,LOB trust,,2020,2960623438,25-03-2020,04-04-2020,25-03-2020,CA10,28777.714
35202,CA02,140104423,METRO  us,,2020,2960618998,11-03-2020,24-03-2020,14-03-2020,CA10,60593.876
35206,U001,200762301,C&S WH foundation,,2020,1930705072,25-03-2020,09-04-2020,25-03-2020,NAC6,8936.32
35208,U001,200793568,SUPE trust,,2020,1930699810,25-03-2020,09-04-2020,25-03-2020,NAA8,43536.47
35211,CA02,140104240,FEDER co,,2020,2960625178,04-04-2020,22-04-2020,12-04-2020,CA10,85261.967
35220,U001,200769623,WAL-MAR corp,,2020,1930688438,25-03-2020,09-04-2020,25-03-2020,NAH4,16783.78
35223,U001,200769623,WAL-MAR corporation,,2020,1930700064,28-03-2020,12-04-2020,28-03-2020,NAH4,67251.87
35227,U001,200786288,FAMILY us,,2020,1930670574,20-03-2020,04-04-2020,20-03-2020,NAC6,13504.28
35228,U001,200708411,SHAM systems,,2020,1930876401,07-05-2020,22-05-2020,07-05-2020,NAA8,66521.23
35237,CA02,140106224,MEILLE systems,,2020,2960621131,16-03-2020,29-03-2020,19-03-2020,CA10,30733.017
35248,U001,200704858,WAKE trust,,2020,1930672851,20-03-2020,24-05-2020,20-03-2020,NAGD,6596.38
35254,U001,200759878,SA trust,,2020,1930777156,13-04-2020,28-04-2020,13-04-2020,NAH4,18927.3
35255,U001,200769623,WAL-MAR in,,2020,1930662009,17-03-2020,01-04-2020,17-03-2020,NAH4,42236.91
35274,U001,200729290,KROGER llc,,2020,1930709878,28-03-2020,12-04-2020,28-03-2020,NAA8,73913.44
35276,U001,100043936,PAPA JO trust,,2020,1930778543,13-04-2020,23-04-2020,13-04-2020,NA10,15026.34
35277,U001,200769623,WAL-MAR corporation,,2020,1930675781,21-03-2020,05-04-2020,21-03-2020,NAH4,313.13
35283,CA02,140106372,G T  systems,,2020,2960627832,09-04-2020,20-04-2020,10-04-2020,CA10,3158.337
35285,CA02,140104409,LOB corporation,,2020,2960627313,07-04-2020,19-04-2020,09-04-2020,CA10,25166.4
35291,U001,200769623,WAL-MAR in,,2020,1930612418,07-03-2020,22-03-2020,07-03-2020,NAH4,57080.48
35295,U001,200726979,BJ'S  llc,,2020,1930725156,01-04-2020,16-04-2020,01-04-2020,NAA8,126.92
35299,U001,200900212,CASEY in,,2020,1930741015,03-04-2020,18-04-2020,03-04-2020,NAA8,26455.01
35306,U001,200148860,DOLLA corporation,,2020,1930800641,20-04-2020,05-05-2020,20-04-2020,NAA8,33059.35
35322,U001,200769623,WAL-MAR trust,,2020,1930665658,19-03-2020,03-04-2020,19-03-2020,NAH4,123.23
35327,U001,200744019,TARG in,,2020,1930747432,05-04-2020,20-04-2020,05-04-2020,NAA8,12187.91
35334,U001,200769623,WAL-MAR corporation,,2020,1930729023,02-04-2020,17-04-2020,02-04-2020,NAH4,15846.54
35338,U001,200761734,H E BUT associates,,2020,1930730642,02-04-2020,17-04-2020,02-04-2020,NAA8,34091.29
35345,U001,200794332,COST associates,,2020,1930660858,13-03-2020,28-03-2020,13-03-2020,NAAX,55629.77
35352,U001,200744019,TARG in,,2020,1930706534,26-03-2020,10-04-2020,26-03-2020,NAA8,93132.33
35354,U001,200726979,BJ'S  trust,,2020,1930801737,20-04-2020,05-05-2020,20-04-2020,NAA8,190.38
35357,U001,200769623,WAL-MAR systems,,2020,1930654876,16-03-2020,31-03-2020,16-03-2020,NAH4,37444.95
35362,U002,200816950,COLOM trust,,2020,1990572216,05-04-2020,05-05-2020,05-04-2020,NA38,79772.51
35370,U001,200437182,FOOD  associates,,2020,1930724520,01-04-2020,16-04-2020,01-04-2020,NAA8,50612.44
35371,U001,200794332,COST co,,2020,1930611055,07-03-2020,22-03-2020,07-03-2020,NAAX,1311.75
35374,U001,200769623,WAL-MAR ,,2020,1930720535,30-03-2020,14-04-2020,30-03-2020,NAH4,15624.84
35379,U001,200769623,WAL-MAR us,,2020,1930647222,15-03-2020,30-03-2020,15-03-2020,NAH4,12387.59
35380,U001,200759082,INGL us,,2020,1930693247,24-03-2020,28-05-2020,24-03-2020,NAGD,20131.42
35383,U001,200769623,WAL-MAR corp,,2020,1930738538,04-04-2020,19-04-2020,04-04-2020,NAH4,62536.66
35384,U001,200881076,ALBERT us,,2020,1930713765,30-03-2020,14-04-2020,30-03-2020,NAA8,53194.24
35385,U001,200762301,C&S WH systems,,2020,1930788111,16-04-2020,01-05-2020,16-04-2020,NAC6,5231.14
35387,U001,200744019,TARG trust,,2020,1930630204,10-03-2020,25-03-2020,10-03-2020,NAA8,10384.56
35392,CA02,140106408,WAL-M foundation,,2020,2960619198,15-03-2020,25-03-2020,15-03-2020,CA10,4300.821
35399,U001,200769623,WAL-MAR co,,2020,1930580235,29-02-2020,15-03-2020,29-02-2020,NAH4,15782.42
35401,U001,200705742,DOT corp,,2020,1930854558,05-05-2020,08-06-2020,05-05-2020,NAAW,8062.84
35416,U001,200769623,WAL-MAR corporation,,2020,1930676171,22-03-2020,06-04-2020,22-03-2020,NAH4,70139.13
35419,U001,200769623,WAL-MAR corp,,2020,1930645907,13-03-2020,28-03-2020,13-03-2020,NAH4,23255.79
35420,U001,200762301,C&S WH us,,2020,1930759725,08-04-2020,23-04-2020,08-04-2020,NAC6,113724.33
35424,U001,200726979,BJ'S  corp,,2020,1930582987,29-02-2020,15-03-2020,29-02-2020,NAA8,496.14
35426,U001,200769623,WAL-MAR systems,,2020,1930804576,21-04-2020,06-05-2020,21-04-2020,NAH4,37087.75
35429,U001,100034443,FOOD A corporation,,2020,1930638602,11-03-2020,26-03-2020,11-03-2020,NAA8,22957.64
35430,U001,200781803,JRD ,,2020,1930699891,25-03-2020,09-04-2020,25-03-2020,NAA8,15610.35
35432,U001,CCU013,KRAFT F co,,2020,1930684592,25-03-2020,25-03-2020,25-03-2020,NAX2,14904
35446,U001,200359490,DUTCH  systems,,2020,1930862347,05-05-2020,15-05-2020,05-05-2020,NA10,16392.96
35462,U001,200706844,WINC corp,,2020,1930716738,26-03-2020,10-04-2020,26-03-2020,NAA8,65350.62
35466,U001,200772595,SAFEW us,,2020,1930673858,20-03-2020,04-04-2020,20-03-2020,NAA8,12315.37
35469,U001,200707822,PUBLI foundation,,2020,1930660342,16-03-2020,31-03-2020,16-03-2020,NAA8,62486.43
35473,U001,200790165,CONSO corp,,2020,1930830553,27-04-2020,12-05-2020,27-04-2020,NAA8,10710
35490,U001,200769623,WAL-MAR us,,2020,1930607485,06-03-2020,21-03-2020,06-03-2020,NAH4,36198.51
35494,U001,200772670,ASSOCIAT foundation,,2020,1930731456,01-04-2020,16-04-2020,01-04-2020,NAU5,1496.87
35498,U001,200707822,PUBLI corp,,2020,1930706527,29-03-2020,13-04-2020,29-03-2020,NAA8,126311.27
35499,U001,200865666,RESTAU llc,,2020,1930580228,27-02-2020,18-03-2020,27-02-2020,NAD1,1518.12
35502,U001,200769623,WAL-MAR systems,,2020,1930875043,09-05-2020,24-05-2020,09-05-2020,NAH4,28711.62
35506,U001,200936373,SUPE llc,,2020,1930682794,23-03-2020,07-04-2020,23-03-2020,NAA8,95568.89
35513,U001,200759878,SA systems,,2020,1930823944,25-04-2020,10-05-2020,25-04-2020,NAH4,13883.47
35519,U001,100031704,DELHAIZE corp,,2020,1930584994,03-03-2020,18-03-2020,03-03-2020,NAA8,17795.99
35520,U001,200726979,BJ'S  corporation,,2020,1930689377,20-03-2020,04-04-2020,20-03-2020,NAA8,678.25
35521,U001,200780383,MEIJ corp,,2020,1930699647,25-03-2020,09-04-2020,25-03-2020,NAA8,24340.42
35540,U001,200148860,DOLLA corporation,,2020,1930842455,30-04-2020,04-07-2020,30-04-2020,NAGD,10190.95
35542,U001,200769623,WAL-MAR llc,,2020,1930584684,01-03-2020,16-03-2020,01-03-2020,NAH4,41405.16
35550,U001,200803720,DEC systems,,2020,1930765364,10-04-2020,24-04-2020,01-04-2020,NAM4,1501.46
35558,U001,200769623,WAL-MAR trust,,2020,1930709877,29-03-2020,13-04-2020,29-03-2020,NAH4,51376.96
35563,U001,200793122,PIGGLY corporation,,2020,1930589781,04-03-2020,19-03-2020,04-03-2020,NAA8,78487.83
35564,U001,200794332,COST systems,,2020,1930717247,30-03-2020,14-04-2020,30-03-2020,NAAX,76017.68
35578,U001,200230690,DECA us,,2020,1930858014,05-05-2020,24-05-2020,01-05-2020,NAM4,309
35580,U001,200793830,M systems,,2020,1930679051,20-03-2020,04-04-2020,20-03-2020,NAA8,53260.16
35586,U001,200707741,SMART &  in,,2020,1930690912,25-03-2020,09-04-2020,25-03-2020,NAA8,22276.35
35599,U001,200769623,WAL-MAR foundation,,2020,1930673195,22-03-2020,06-04-2020,22-03-2020,NAH4,72080.17
35607,U001,200706844,WINC systems,,2020,1930567334,27-02-2020,13-03-2020,27-02-2020,NAA8,45715.68
35613,U001,200704045,RA corporation,,2020,1930709896,27-03-2020,11-04-2020,27-03-2020,NAA8,120805.63
35615,U001,200705372,FR systems,,2020,1930643010,13-03-2020,17-05-2020,13-03-2020,NAGD,2599.23
35616,U001,200704858,WAKE corp,,2020,1930739734,04-04-2020,19-04-2020,04-04-2020,NAA8,45864.7
35628,U001,200769623,WAL-MAR trust,,2020,1930707498,27-03-2020,11-04-2020,27-03-2020,NAH4,8985.43
35631,U001,200418007,AM trust,,2020,1930818760,24-04-2020,09-05-2020,24-04-2020,NAA8,9899.36
35632,U001,200726979,BJ'S  llc,,2020,1930856931,05-05-2020,20-05-2020,05-05-2020,NAA8,92.84
35633,U001,100036168,GREA llc,,2020,1930837885,29-04-2020,09-05-2020,29-04-2020,NA10,12418.14
35646,U001,100031704,DELHAIZE co,,2020,1930797423,18-04-2020,22-06-2020,18-04-2020,NAGD,8839.4
35648,U001,200762301,C&S WH corporation,,2020,1930829811,29-04-2020,14-05-2020,29-04-2020,NAC6,49749.82
35653,U001,200776463,KROGE corporation,,2020,1930598034,03-03-2020,07-05-2020,03-03-2020,NAGD,1990.99
35654,U001,200769623,WAL-MAR ,,2020,1930727985,01-04-2020,16-04-2020,01-04-2020,NAH4,1898.9
35660,U001,200769623,WAL-MAR ,,2020,1930783408,15-04-2020,30-04-2020,15-04-2020,NAH4,26735.49
35661,U001,200762301,C&S WH systems,,2020,1930585908,02-03-2020,17-03-2020,02-03-2020,NAC6,15512.72
35667,U001,200148860,DOLLA systems,,2020,1930629317,11-03-2020,26-03-2020,11-03-2020,NAA8,13748.13
35671,U001,200029010,KROG associates,,2020,1930617110,06-03-2020,10-05-2020,06-03-2020,NAGD,8159.69
35678,U001,200769623,WAL-MAR in,,2020,1930641540,12-03-2020,27-03-2020,12-03-2020,NAH4,1898.9
35682,U001,100031704,DELHAIZE systems,,2020,1930859697,06-05-2020,21-05-2020,06-05-2020,NAA8,110377.23
35690,U001,200707822,PUBLI corporation,,2020,1930731151,01-04-2020,16-04-2020,01-04-2020,NAA8,23894.84
35691,U001,100043936,PAPA JO systems,,2020,1930763563,08-04-2020,18-04-2020,08-04-2020,NA10,16823.17
35702,U001,200416837,DEC corporation,,2020,1930856979,05-05-2020,24-05-2020,01-05-2020,NAM4,3717.86
35705,U001,200779719,FOOD 4 llc,,2020,1930861044,06-05-2020,21-05-2020,06-05-2020,NAA8,13388.51
35707,U001,200514741,LIDE llc,,2020,1930755138,06-04-2020,05-06-2020,06-04-2020,NAVQ,140778.3
35708,U001,200519201,KROGE associates,,2020,1930748621,05-04-2020,20-04-2020,05-04-2020,NAA8,111465.08
35715,U001,200148860,DOLLA llc,,2020,1930858122,05-05-2020,20-05-2020,05-05-2020,NAA8,36707.71
35716,U001,200705742,DOT associates,,2020,1930636630,10-03-2020,13-04-2020,10-03-2020,NAAW,36802.22
35722,U001,200097356,PETE co,,2020,1930744322,07-04-2020,22-04-2020,07-04-2020,NAA8,16156.52
35732,U001,200744019,TARG corporation,,2020,1930861917,06-05-2020,21-05-2020,06-05-2020,NAA8,40409.24
35737,U001,200711029,WEGMAN in,,2020,1930732656,02-04-2020,17-04-2020,02-04-2020,NAA8,25030.3
35740,U001,200707822,PUBLI corporation,,2020,1930620481,09-03-2020,24-03-2020,09-03-2020,NAA8,12582.47
35741,U001,200769623,WAL-MAR llc,,2020,1930646041,12-03-2020,27-03-2020,12-03-2020,NAH4,12707.63
35751,CA02,140104409,LOB systems,,2020,2960617464,03-03-2020,21-03-2020,11-03-2020,CA10,148064.133
35754,U001,200744019,TARG associates,,2020,1930832244,28-04-2020,13-05-2020,28-04-2020,NAA8,15894.63
35758,U001,200769623,WAL-MAR us,,2020,1930871149,08-05-2020,23-05-2020,08-05-2020,NAH4,32537.63
35766,U001,200133150,KROG us,,2020,1930834443,29-04-2020,14-05-2020,29-04-2020,NAA8,287198.25
35771,U001,200707822,PUBLI llc,,2020,1930824558,24-04-2020,09-05-2020,24-04-2020,NAA8,70075.27
35772,U001,200769623,WAL-MAR corp,,2020,1930653123,16-03-2020,31-03-2020,16-03-2020,NAH4,64352.06
35776,U001,200773492,G & L  llc,,2020,1930691625,25-03-2020,09-04-2020,25-03-2020,NAA8,36073.48
35780,U001,200769623,WAL-MAR foundation,,2020,1930718910,31-03-2020,15-04-2020,31-03-2020,NAH4,4063.83
35782,CA02,140106181,THE  corporation,,2020,2960617442,01-03-2020,13-03-2020,03-03-2020,CA10,19353.6
35791,U001,200769623,WAL-MAR us,,2020,1930652602,15-03-2020,30-03-2020,15-03-2020,NAH4,22021.88
35794,CA02,140105785,SHOPPE us,,2020,2960630939,28-04-2020,10-05-2020,30-04-2020,CA10,11827.2
35795,U001,200780383,MEIJ co,,2020,1930700810,25-03-2020,09-04-2020,25-03-2020,NAA8,39366.34
35803,U001,200772670,ASSOCIAT llc,,2020,1930623420,08-03-2020,23-03-2020,08-03-2020,NAU5,62683.74
35806,U001,200769623,WAL-MAR foundation,,2020,1930581747,29-02-2020,15-03-2020,29-02-2020,NAH4,6171.06
35808,U001,200418007,AM corp,,2020,1930592659,03-03-2020,18-03-2020,03-03-2020,NAA8,33580.31
35809,U001,200749782,KROG associates,,2020,1930586790,03-03-2020,18-03-2020,03-03-2020,NAA8,54798.15
35810,U001,200707822,PUBLI corporation,,2020,1930732036,01-04-2020,16-04-2020,01-04-2020,NAA8,53694.86
